Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2018
Myanmar,16 000 ,14 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 16 000,14 000 ,13 000 , 16 000,14 000 ,12 000 , 15 000,13 000 ,12 000 , 15 000,12 000 ,11 000 , 14 000,12 000 ,10 000 , 13 000,11 000 ,9500 , 12 000,-31
Namibia,9900 ,8700 , 11 000,9200 ,8100 , 10 000,9100 ,8000 , 9900,9000 ,7900 , 9800,7900 ,6900 , 8800,7600 ,6600 , 8600,6800 ,5800 , 7800,6600 ,5500 , 7400,6100 ,5200 , 7000,-38
Nepal,2100 ,1900 , 2300,1800 ,1600 , 2000,1600 ,1500 , 1800,1400 ,1300 , 1600,1300 ,1200 , 1500,1200 ,1100 , 1300,1100 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , <1000,-57
Netherlands,1000 ,1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<500 ,<500 , <500,... ,... , ...,...
New Zealand,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,-8
Nicaragua,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,-29
Niger,1500 ,1100 , 2200,1600 ,1100 , 2200,1600 ,1100 , 2300,1600 ,1100 , 2300,1500 ,1100 , 2300,1700 ,1200 , 2400,1500 ,1000 , 2300,1700 ,1200 , 2500,1700 ,1200 , 2500,11
Nigeria,120 000 ,74 000 , 190 000,120 000 ,74 000 , 190 000,120 000 ,74 000 , 190 000,120 000 ,72 000 , 180 000,110 000 ,71 000 , 180 000,110 000 ,71 000 , 180 000,120 000 ,72 000 , 180 000,120 000 ,74 000 , 190 000,130 000 ,77 000 , 200 000,5
North Macedonia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,88
Norway,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,-48
Oman,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,21
Pakistan,14 000 ,12 000 , 15 000,14 000 ,13 000 , 16 000,15 000 ,14 000 , 17 000,16 000 ,15 000 , 18 000,17 000 ,16 000 , 19 000,18 000 ,17 000 , 20 000,19 000 ,18 000 , 21 000,20 000 ,18 000 , 22 000,22 000 ,20 000 , 24 000,57
Panama,1400 ,1300 , 1500,1400 ,1300 , 1600,1500 ,1300 , 1600,1400 ,1300 , 1600,1400 ,1300 , 1600,1400 ,1300 , 1600,1400 ,1200 , 1500,1300 ,1200 , 1500,1300 ,1100 , 1400,-8
Papua New Guinea,1700 ,1500 , 1900,1900 ,1700 , 2200,2100 ,1900 , 2400,2200 ,1900 , 2400,2100 ,1800 , 2400,2200 ,1900 , 2500,2200 ,1900 , 2600,2200 ,1900 , 2600,2100 ,1800 , 2500,26
Paraguay,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1800,1100 ,<1000 , 1800,1100 ,<1000 , 1700,-11
Peru,3500 ,2200 , 5900,3500 ,2200 , 5900,3500 ,2200 , 5900,3500 ,2200 , 5900,3500 ,2200 , 5900,3500 ,2100 , 5800,3500 ,2100 , 5800,3400 ,2100 , 5800,3300 ,1900 , 5800,-6
Philippines,4400 ,3700 , 5000,4700 ,3900 , 5400,5400 ,4500 , 6300,6600 ,5500 , 7700,8200 ,6800 , 9500,9500 ,7800 , 11 000,11 000 ,8700 , 12 000,12 000 ,9700 , 14 000,13 000 ,11 000 , 16 000,203
Poland,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1000 ,1000 , 1100,1100 ,1100 , 1200,1300 ,1200 , 1400,1400 ,1300 , 1500,1500 ,1500 , 1700,88
Portugal,1500 ,1300 , 1700,1500 ,1200 , 1600,1400 ,1100 , 1500,1300 ,1000 , 1400,1200 ,<1000 , 1300,1100 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,-52
Qatar,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Republic of Moldova,1700 ,1100 , 2600,1600 ,1000 , 2400,1400 ,<1000 , 2200,1300 ,<1000 , 2000,1200 ,<1000 , 1900,1100 ,<1000 , 1700,1100 ,<1000 , 1600,1000 ,<1000 , 1600,1000 ,<1000 , 1600,-39
Romania,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,-8
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Rwanda,9000 ,7600 , 10 000,7700 ,6300 , 9000,7100 ,5700 , 8500,6200 ,4800 , 7700,5600 ,4200 , 7000,5000 ,3700 , 6300,4500 ,3300 , 5800,4000 ,2900 , 5300,3600 ,2400 , 4800,-61
Saint Kitts and Nevis,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,
Saint Lucia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,
Saint Vincent and the Grenadines,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,
Sao Tome and Principe,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Senegal,2100 ,1700 , 2800,1900 ,1500 , 2600,1700 ,1300 , 2400,1600 ,1200 , 2200,1500 ,1100 , 2100,1400 ,<1000 , 2000,1400 ,<1000 , 1900,1300 ,<1000 , 1900,1300 ,<1000 , 1900,-39
Serbia,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<100 , <500,<500 ,<100 , <500,17
Sierra Leone,5200 ,4100 , 6500,5100 ,3900 , 6400,4900 ,3700 , 6200,5000 ,3600 , 6500,4900 ,3500 , 6500,4700 ,3400 , 6400,4600 ,3200 , 6200,4400 ,3000 , 6200,4100 ,2700 , 5700,-22
Singapore,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,-66
Slovakia,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,106
Slovenia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,16
Somalia,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,-40
South Africa,390 000 ,370 000 , 430 000,370 000 ,350 000 , 400 000,340 000 ,320 000 , 380 000,320 000 ,300 000 , 360 000,310 000 ,290 000 , 340 000,300 000 ,270 000 , 330 000,280 000 ,260 000 , 310 000,260 000 ,240 000 , 290 000,240 000 ,210 000 , 270 000,-40
South Sudan,14 000 ,11 000 , 18 000,15 000 ,11 000 , 19 000,16 000 ,11 000 , 19 000,16 000 ,12 000 , 20 000,17 000 ,12 000 , 21 000,17 000 ,12 000 , 22 000,18 000 ,12 000 , 24 000,18 000 ,12 000 , 25 000,19 000 ,13 000 , 27 000,35
Spain,4700 ,4000 , 5600,4500 ,3800 , 5400,4400 ,3600 , 5300,4200 ,3400 , 5100,4000 ,3300 , 4900,3900 ,3100 , 4800,3700 ,2900 , 4600,3300 ,2600 , 4100,3100 ,2400 , 3800,-35
Sri Lanka,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,-52
Sudan,5300 ,2900 , 8400,5300 ,2600 , 8900,5300 ,2300 , 9200,5200 ,2100 , 9500,5200 ,1900 , 10 000,5100 ,1600 , 10 000,5100 ,1500 , 11 000,5100 ,1300 , 12 000,5200 ,1100 , 12 000,-2
Suriname,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,-7
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Switzerland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Syrian Arab Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,-11
Tajikistan,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1100 ,<1000 , 1400,1100 ,<1000 , 1400,<1000 ,<1000 , 1300,<1000 ,<1000 , 1300,<1000 ,<1000 , 1200,-30
Thailand,16 000 ,14 000 , 17 000,14 000 ,13 000 , 16 000,13 000 ,12 000 , 14 000,12 000 ,11 000 , 13 000,11 000 ,9800 , 12 000,9700 ,8700 , 11 000,8300 ,7400 , 9100,7200 ,6500 , 7900,6400 ,5700 , 7000,-59
Timor-Leste,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Togo,7200 ,6700 , 7700,6700 ,6200 , 7100,6500 ,6000 , 7000,6300 ,5800 , 6700,6100 ,5600 , 6500,5700 ,5200 , 6000,5500 ,5100 , 5900,5300 ,4800 , 5600,5000 ,4600 , 5300,-31
Trinidad and Tobago,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Tunisia,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,22
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Uganda,92 000 ,82 000 , 110 000,89 000 ,80 000 , 110 000,79 000 ,70 000 , 96 000,76 000 ,67 000 , 91 000,69 000 ,61 000 , 85 000,65 000 ,56 000 , 80 000,63 000 ,54 000 , 77 000,58 000 ,49 000 , 73 000,53 000 ,44 000 , 67 000,-43
Ukraine,14 000 ,12 000 , 16 000,14 000 ,12 000 , 16 000,13 000 ,11 000 , 16 000,13 000 ,11 000 , 15 000,13 000 ,11 000 , 15 000,13 000 ,11 000 , 15 000,13 000 ,11 000 , 15 000,12 000 ,10 000 , 15 000,12 000 ,10 000 , 15 000,-11
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
United Republic of Tanzania,83 000 ,77 000 , 90 000,82 000 ,76 000 , 89 000,85 000 ,78 000 , 92 000,82 000 ,74 000 , 90 000,82 000 ,73 000 , 90 000,81 000 ,72 000 , 90 000,80 000 ,70 000 , 89 000,76 000 ,65 000 , 85 000,72 000 ,61 000 , 83 000,-13
United States,41 000 ,38 000 , 44 000,40 000 ,37 000 , 43 000,40 000 ,37 000 , 43 000,39 000 ,36 000 , 42 000,39 000 ,36 000 , 42 000,39 000 ,36 000 , 42 000,39 000 ,35 000 , 41 000,... ,... , ...,... ,... , ...,...
Uruguay,<1000 ,<1000 , 1100,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<500 , 1300,<1000 ,<500 , 1400,<1000 ,<500 , 1500,<1000 ,<500 , 1600,9
Uzbekistan,4100 ,4000 , 4200,4200 ,4100 , 4300,4500 ,4400 , 4700,4700 ,4600 , 4800,4900 ,4700 , 5000,5000 ,4900 , 5100,5100 ,5000 , 5300,5300 ,5100 , 5400,5400 ,5200 , 5500,32
Venezuela (Bolivarian Republic of),... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Viet Nam,16 000 ,14 000 , 17 000,15 000 ,13 000 , 16 000,13 000 ,12 000 , 14 000,12 000 ,10 000 , 13 000,11 000 ,9500 , 12 000,9600 ,8500 , 10 000,8000 ,7100 , 8700,6600 ,5900 , 7200,5700 ,5200 , 6300,-64
Yemen,<1000 ,<1000 , 1200,<1000 ,<1000 , 1300,<1000 ,<1000 , 1400,<1000 ,<500 , 1500,<1000 ,<500 , 1700,<1000 ,<500 , 1800,1000 ,<500 , 1900,1000 ,<500 , 2000,1100 ,<500 , 2200,35
Zambia,56 000 ,40 000 , 79 000,55 000 ,39 000 , 78 000,53 000 ,38 000 , 76 000,52 000 ,37 000 , 74 000,51 000 ,36 000 , 73 000,50 000 ,36 000 , 71 000,49 000 ,35 000 , 69 000,49 000 ,35 000 , 69 000,48 000 ,34 000 , 69 000,-13
Zimbabwe,62 000 ,45 000 , 83 000,56 000 ,41 000 , 76 000,49 000 ,36 000 , 66 000,47 000 ,34 000 , 64 000,45 000 ,33 000 , 61 000,44 000 ,32 000 , 59 000,42 000 ,31 000 , 57 000,41 000 ,30 000 , 55 000,38 000 ,28 000 , 51 000,-38
Global,2 100 000 ,1 600 000,2 700 000,2 000 000 ,1 600 000,2 700 000,2 000 000 ,1 500 000,2 600 000,1 900 000 ,1 500 000,2 500 000,1 900 000 ,1 500 000,2 500 000,1 900 000 ,1 500 000,2 400 000,1 800 000 ,1 400 000,2 400 000,1 800 000 ,1 400 000,2 300 000,1 700 000 ,1 400 000,2 300 000,-16
